idx,AirQualityStation,no2,img_path,s5p_path,date_str
22,06-097-0004,12.739018869333332,06-097-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-097-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2019
23,06-097-0004,11.472958772903226,06-097-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-097-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2019
24,06-097-0004,12.255664994838707,06-097-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-097-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2020
25,06-097-0004,11.246500020689657,06-097-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-097-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2020
26,06-097-0004,6.854324141935482,06-097-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-097-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2020
27,06-097-0004,4.341409802666668,06-097-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-097-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2020
28,06-097-0004,3.648981027096774,06-097-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-097-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2020
29,06-097-0004,2.911002841333334,06-097-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-097-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2020
30,06-097-0004,2.4770225638709684,06-097-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-097-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2020
31,06-097-0004,4.00852284,06-097-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-097-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2020
32,06-097-0004,5.6909382866666665,06-097-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-097-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2020
33,06-097-0004,8.252362490322582,06-097-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-097-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2020
34,06-097-0004,10.902416225333335,06-097-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-097-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2020
35,06-097-0004,14.459402389677415,06-097-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-097-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2020
36,06-037-1302,52.332797083870965,06-037-1302/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-1302/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2018
37,06-037-1302,43.238525005714294,06-037-1302/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-1302/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2018
38,06-037-1302,30.715229873846148,06-037-1302/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-1302/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2018
39,06-037-1302,25.08479624727273,06-037-1302/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-1302/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2018
40,06-037-1302,13.879545741935484,06-037-1302/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-1302/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2018
41,06-037-1302,13.403053230666664,06-037-1302/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-1302/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2018
42,06-037-1302,12.474732843870967,06-037-1302/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-1302/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2018
43,06-037-1302,15.214925942857144,06-037-1302/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-1302/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2018
44,06-037-1302,18.541689942666668,06-037-1302/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-1302/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2018
45,06-037-1302,29.70782313161289,06-037-1302/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-1302/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2018
46,06-037-1302,50.28334150999999,06-037-1302/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-1302/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2018
47,06-037-1302,44.57066812387095,06-037-1302/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-1302/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2018
48,06-037-1302,41.90301813466666,06-037-1302/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-1302/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2019
49,06-037-1302,29.957744002857126,06-037-1302/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-1302/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2019
50,06-037-1302,27.533273889032248,06-037-1302/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-1302/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2019
51,06-037-1302,18.988329187999998,06-037-1302/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-1302/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2019
52,06-037-1302,13.352504783225806,06-037-1302/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-1302/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2019
53,06-037-1302,12.080787754666668,06-037-1302/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-1302/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2019
54,06-037-1302,15.374605250322585,06-037-1302/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-1302/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2019
55,06-037-1302,16.87476344,06-037-1302/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-1302/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2019
56,06-037-1302,20.437166666666666,06-037-1302/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-1302/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2019
57,06-037-1302,40.149977542666676,06-037-1302/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-1302/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2019
58,06-037-1302,41.490555534666655,06-037-1302/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-1302/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2019
59,06-037-1302,43.14372162193547,06-037-1302/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-1302/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2019
60,06-037-1302,43.06503652645161,06-037-1302/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-1302/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2020
61,06-037-1302,38.97077801379311,06-037-1302/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-1302/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2020
62,06-037-1302,21.405720207741933,06-037-1302/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-1302/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2020
63,06-037-1302,15.999583082666664,06-037-1302/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-1302/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2020
64,06-037-1302,11.948613267096768,06-037-1302/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-1302/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2020
65,06-037-1302,10.955621290666668,06-037-1302/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-1302/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2020
66,06-037-1302,10.858437957419355,06-037-1302/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-1302/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2020
67,06-037-1302,15.915886238709678,06-037-1302/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-1302/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2020
68,06-037-1302,27.287121631999998,06-037-1302/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-1302/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2020
69,06-037-1302,35.318406407741925,06-037-1302/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-1302/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2020
70,06-037-1302,43.11899179466667,06-037-1302/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-1302/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2020
71,06-037-1302,52.62379316827585,06-037-1302/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-1302/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2020
72,06-037-5005,,06-037-5005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-5005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2018
73,06-037-5005,,06-037-5005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-5005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2018
74,06-037-5005,,06-037-5005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-5005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2018
75,06-037-5005,,06-037-5005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-5005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2018
76,06-037-5005,,06-037-5005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-5005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2018
77,06-037-5005,,06-037-5005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-5005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2018
78,06-037-5005,,06-037-5005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-5005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2018
79,06-037-5005,,06-037-5005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-5005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2018
80,06-037-5005,,06-037-5005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-5005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2018
81,06-037-5005,,06-037-5005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-5005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2018
82,06-037-5005,,06-037-5005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-5005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2018
83,06-037-5005,,06-037-5005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-5005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2018
84,06-037-5005,34.43323484903227,06-037-5005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-5005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2019
85,06-037-5005,20.780154784285713,06-037-5005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-5005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2019
86,06-037-5005,16.64650008645161,06-037-5005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-5005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2019
87,06-037-5005,10.806043163999997,06-037-5005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-5005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2019
88,06-037-5005,7.722583645161289,06-037-5005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-5005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2019
89,06-037-5005,5.728566047999999,06-037-5005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-5005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2019
90,06-037-5005,6.937875283870968,06-037-5005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-5005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2019
91,06-037-5005,9.359559838620685,06-037-5005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-5005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2019
92,06-037-5005,11.910709732,06-037-5005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-5005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2019
93,06-037-5005,26.57830102322581,06-037-5005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-5005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2019
94,06-037-5005,28.635272201333326,06-037-5005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-5005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2019
95,06-037-5005,34.97619231225806,06-037-5005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-5005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2019
96,06-037-5005,33.67392449935483,06-037-5005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-5005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2020
97,06-037-5005,27.230017241379308,06-037-5005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-5005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2020
98,06-037-5005,13.577293350967741,06-037-5005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-5005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2020
99,06-037-5005,9.999978374666664,06-037-5005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-5005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2020
100,06-037-5005,7.844034738064513,06-037-5005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-5005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2020
101,06-037-5005,5.533925323999998,06-037-5005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-5005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2020
102,06-037-5005,5.020054717419354,06-037-5005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-5005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2020
103,06-037-5005,6.990972245161287,06-037-5005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-5005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2020
104,06-037-5005,14.819361194666662,06-037-5005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-5005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2020
105,06-037-5005,21.809883699354838,06-037-5005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-5005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2020
106,06-037-5005,30.16393448,06-037-5005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-5005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2020
107,06-037-5005,38.228105028387105,06-037-5005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-5005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2020
108,06-037-1701,54.096292513548384,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2018
109,06-037-1701,46.26324760571429,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2018
110,06-037-1701,36.81501679483872,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2018
111,06-037-1701,31.310616541333328,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2018
112,06-037-1701,23.318241963870964,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2018
113,06-037-1701,25.293928962666673,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2018
114,06-037-1701,25.296176561290327,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2018
115,06-037-1701,28.051752418064517,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2018
116,06-037-1701,34.300338805333325,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2018
117,06-037-1701,39.16009677419356,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2018
118,06-037-1701,48.79495519199999,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2018
119,06-037-1701,47.573191562580654,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2018
120,06-037-1701,42.75652725290322,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2019
121,06-037-1701,38.234541695714285,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2019
122,06-037-1701,32.119384580645146,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2019
123,06-037-1701,26.493389078666663,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2019
124,06-037-1701,19.027672063225804,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2019
125,06-037-1701,19.761871356,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2019
126,06-037-1701,25.475354873548387,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2019
127,06-037-1701,33.29104654967741,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2019
128,06-037-1701,30.699616541333327,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2019
129,06-037-1701,44.770026841290324,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2019
130,06-037-1701,51.019328703999996,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2019
131,06-037-1701,41.38714598709677,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2019
