idx,AirQualityStation,no2,img_path,s5p_path,date_str
17,STA_ES1997A,11.724617522206831,STA_ES1997A/S2B_MSIL2A_20200112T111329_N0213_R137_T29TQE_20200112T122412.npy,STA_ES1997A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2019
18,STA_ES1997A,5.338457757107073,STA_ES1997A/S2B_MSIL2A_20200112T111329_N0213_R137_T29TQE_20200112T122412.npy,STA_ES1997A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2019
19,STA_ES1997A,7.690312210064286,STA_ES1997A/S2B_MSIL2A_20200112T111329_N0213_R137_T29TQE_20200112T122412.npy,STA_ES1997A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2019
20,STA_ES1997A,8.462897193864526,STA_ES1997A/S2B_MSIL2A_20200112T111329_N0213_R137_T29TQE_20200112T122412.npy,STA_ES1997A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2019
21,STA-FR04150,35.593950950141156,STA-FR04150/S2A_MSIL2A_20200520T105031_N0214_R051_T31UDQ_20200520T134332.npy,STA-FR04150/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2018
22,STA-FR04150,40.0077710525872,STA-FR04150/S2A_MSIL2A_20200520T105031_N0214_R051_T31UDQ_20200520T134332.npy,STA-FR04150/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2019
23,STA-FR04150,27.470046079326963,STA-FR04150/S2A_MSIL2A_20200520T105031_N0214_R051_T31UDQ_20200520T134332.npy,STA-FR04150/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2019
24,STA-FR04150,22.843795616902213,STA-FR04150/S2A_MSIL2A_20200520T105031_N0214_R051_T31UDQ_20200520T134332.npy,STA-FR04150/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2019
25,STA-FR04150,32.34626593435761,STA-FR04150/S2A_MSIL2A_20200520T105031_N0214_R051_T31UDQ_20200520T134332.npy,STA-FR04150/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2019
26,STA-FR04150,27.54779904306223,STA-FR04150/S2A_MSIL2A_20200520T105031_N0214_R051_T31UDQ_20200520T134332.npy,STA-FR04150/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2020
27,STA-FR04150,19.568667642752573,STA-FR04150/S2A_MSIL2A_20200520T105031_N0214_R051_T31UDQ_20200520T134332.npy,STA-FR04150/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2020
28,STA-FR04150,23.954846118511767,STA-FR04150/S2A_MSIL2A_20200520T105031_N0214_R051_T31UDQ_20200520T134332.npy,STA-FR04150/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2020
29,STA.IT1874A,25.42349832983684,STA.IT1874A/S2B_MSIL2A_20200526T101559_N0214_R065_T32TMR_20200526T135857.npy,STA.IT1874A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2018
30,STA.IT1874A,29.789542260299978,STA.IT1874A/S2B_MSIL2A_20200526T101559_N0214_R065_T32TMR_20200526T135857.npy,STA.IT1874A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2019
31,STA.IT1874A,13.765332944170213,STA.IT1874A/S2B_MSIL2A_20200526T101559_N0214_R065_T32TMR_20200526T135857.npy,STA.IT1874A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2019
32,STA.IT1874A,10.083326294149886,STA.IT1874A/S2B_MSIL2A_20200526T101559_N0214_R065_T32TMR_20200526T135857.npy,STA.IT1874A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2019
33,STA.IT1874A,23.763978604891186,STA.IT1874A/S2B_MSIL2A_20200526T101559_N0214_R065_T32TMR_20200526T135857.npy,STA.IT1874A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2019
34,STA.DE_DEBE082,49.92166666333335,STA.DE_DEBE082/S2B_MSIL2A_20200324T100649_N0214_R022_T33UUU_20200324T144536.npy,STA.DE_DEBE082/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2018
35,STA.DE_DEBE082,50.35749999625,STA.DE_DEBE082/S2B_MSIL2A_20200324T100649_N0214_R022_T33UUU_20200324T144536.npy,STA.DE_DEBE082/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2019
36,STA.DE_DEBE082,50.83833333000001,STA.DE_DEBE082/S2B_MSIL2A_20200324T100649_N0214_R022_T33UUU_20200324T144536.npy,STA.DE_DEBE082/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2019
37,STA.DE_DEBE082,48.16428571,STA.DE_DEBE082/S2B_MSIL2A_20200324T100649_N0214_R022_T33UUU_20200324T144536.npy,STA.DE_DEBE082/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2019
38,STA.DE_DEBE082,40.444999995,STA.DE_DEBE082/S2B_MSIL2A_20200324T100649_N0214_R022_T33UUU_20200324T144536.npy,STA.DE_DEBE082/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2019
39,STA.DE_DEBW229,34.31411371000001,STA.DE_DEBW229/S2A_MSIL2A_20200322T102021_N0214_R065_T32UNV_20200322T120506.npy,STA.DE_DEBW229/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2018
40,STA.DE_DEBW229,40.15110561,STA.DE_DEBW229/S2A_MSIL2A_20200322T102021_N0214_R065_T32UNV_20200322T120506.npy,STA.DE_DEBW229/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2019
41,STA.DE_DEBW229,32.86334647,STA.DE_DEBW229/S2A_MSIL2A_20200322T102021_N0214_R065_T32UNV_20200322T120506.npy,STA.DE_DEBW229/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2019
42,STA.DE_DEBW229,34.80254636,STA.DE_DEBW229/S2A_MSIL2A_20200322T102021_N0214_R065_T32UNV_20200322T120506.npy,STA.DE_DEBW229/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2019
43,STA.DE_DEBW229,36.50751974333333,STA.DE_DEBW229/S2A_MSIL2A_20200322T102021_N0214_R065_T32UNV_20200322T120506.npy,STA.DE_DEBW229/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2019
44,STA.DE_DEHE135,26.78089622411714,STA.DE_DEHE135/S2B_MSIL2A_20200807T102559_N0214_R108_T32UMA_20200807T132026.npy,STA.DE_DEHE135/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2018
45,STA.DE_DEHE135,29.151639057305328,STA.DE_DEHE135/S2B_MSIL2A_20200807T102559_N0214_R108_T32UMA_20200807T132026.npy,STA.DE_DEHE135/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2019
46,STA.DE_DEHE135,18.129218199339878,STA.DE_DEHE135/S2B_MSIL2A_20200807T102559_N0214_R108_T32UMA_20200807T132026.npy,STA.DE_DEHE135/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2019
47,STA.DE_DEHE135,21.273706157591967,STA.DE_DEHE135/S2B_MSIL2A_20200807T102559_N0214_R108_T32UMA_20200807T132026.npy,STA.DE_DEHE135/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2019
48,STA.DE_DEHE135,25.39083919247929,STA.DE_DEHE135/S2B_MSIL2A_20200807T102559_N0214_R108_T32UMA_20200807T132026.npy,STA.DE_DEHE135/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2019
49,STA.DE_DEHE135,18.438106548647106,STA.DE_DEHE135/S2B_MSIL2A_20200807T102559_N0214_R108_T32UMA_20200807T132026.npy,STA.DE_DEHE135/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2020
50,STA.DE_DEHE135,12.51739964978784,STA.DE_DEHE135/S2B_MSIL2A_20200807T102559_N0214_R108_T32UMA_20200807T132026.npy,STA.DE_DEHE135/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2020
51,STA.DE_DEHE135,18.726285161837204,STA.DE_DEHE135/S2B_MSIL2A_20200807T102559_N0214_R108_T32UMA_20200807T132026.npy,STA.DE_DEHE135/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2020
52,Station_GB0742A,26.128406135684642,Station_GB0742A/S2B_MSIL2A_20200420T114349_N0214_R123_T30VVJ_20200420T141648.npy,Station_GB0742A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2018
53,Station_GB0742A,21.649465726055322,Station_GB0742A/S2B_MSIL2A_20200420T114349_N0214_R123_T30VVJ_20200420T141648.npy,Station_GB0742A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2019
54,Station_GB0742A,13.36076921994596,Station_GB0742A/S2B_MSIL2A_20200420T114349_N0214_R123_T30VVJ_20200420T141648.npy,Station_GB0742A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2019
55,Station_GB0742A,12.431859621709757,Station_GB0742A/S2B_MSIL2A_20200420T114349_N0214_R123_T30VVJ_20200420T141648.npy,Station_GB0742A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2019
56,Station_GB0742A,25.356317892089358,Station_GB0742A/S2B_MSIL2A_20200420T114349_N0214_R123_T30VVJ_20200420T141648.npy,Station_GB0742A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2019
57,Station_GB0742A,18.28886499148215,Station_GB0742A/S2B_MSIL2A_20200420T114349_N0214_R123_T30VVJ_20200420T141648.npy,Station_GB0742A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2020
58,Station_GB0742A,7.63144174898313,Station_GB0742A/S2B_MSIL2A_20200420T114349_N0214_R123_T30VVJ_20200420T141648.npy,Station_GB0742A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2020
59,Station_GB0742A,14.941797300981472,Station_GB0742A/S2B_MSIL2A_20200420T114349_N0214_R123_T30VVJ_20200420T141648.npy,Station_GB0742A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2020
60,STA-RO0215A,17.709914268315643,STA-RO0215A/S2A_MSIL2A_20200828T090601_N0214_R050_T35TLJ_20200828T114933.npy,STA-RO0215A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2018
61,STA-RO0215A,17.375337677536052,STA-RO0215A/S2A_MSIL2A_20200828T090601_N0214_R050_T35TLJ_20200828T114933.npy,STA-RO0215A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2019
62,STA-RO0215A,9.938947620101805,STA-RO0215A/S2A_MSIL2A_20200828T090601_N0214_R050_T35TLJ_20200828T114933.npy,STA-RO0215A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2019
63,STA-RO0215A,14.268497929683125,STA-RO0215A/S2A_MSIL2A_20200828T090601_N0214_R050_T35TLJ_20200828T114933.npy,STA-RO0215A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2019
64,STA-RO0215A,15.875595360489994,STA-RO0215A/S2A_MSIL2A_20200828T090601_N0214_R050_T35TLJ_20200828T114933.npy,STA-RO0215A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2019
65,STA-RO0215A,17.65697246471136,STA-RO0215A/S2A_MSIL2A_20200828T090601_N0214_R050_T35TLJ_20200828T114933.npy,STA-RO0215A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2020
66,STA-RO0215A,11.588399599235533,STA-RO0215A/S2A_MSIL2A_20200828T090601_N0214_R050_T35TLJ_20200828T114933.npy,STA-RO0215A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2020
67,STA-RO0215A,15.460712851487846,STA-RO0215A/S2A_MSIL2A_20200828T090601_N0214_R050_T35TLJ_20200828T114933.npy,STA-RO0215A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2020
68,STA.DE_DEST090,16.231798324563933,STA.DE_DEST090/S2B_MSIL2A_20200602T100559_N0214_R022_T32UQB_20200602T135324.npy,STA.DE_DEST090/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2018
69,STA.DE_DEST090,15.957947542198117,STA.DE_DEST090/S2B_MSIL2A_20200602T100559_N0214_R022_T32UQB_20200602T135324.npy,STA.DE_DEST090/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2019
70,STA.DE_DEST090,10.073245530097056,STA.DE_DEST090/S2B_MSIL2A_20200602T100559_N0214_R022_T32UQB_20200602T135324.npy,STA.DE_DEST090/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2019
71,STA.DE_DEST090,10.42955584912944,STA.DE_DEST090/S2B_MSIL2A_20200602T100559_N0214_R022_T32UQB_20200602T135324.npy,STA.DE_DEST090/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2019
72,STA.DE_DEST090,14.211229259343119,STA.DE_DEST090/S2B_MSIL2A_20200602T100559_N0214_R022_T32UQB_20200602T135324.npy,STA.DE_DEST090/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2019
73,STA.DE_DEST090,11.865795753213362,STA.DE_DEST090/S2B_MSIL2A_20200602T100559_N0214_R022_T32UQB_20200602T135324.npy,STA.DE_DEST090/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2020
74,STA.DE_DEST090,9.892545734597157,STA.DE_DEST090/S2B_MSIL2A_20200602T100559_N0214_R022_T32UQB_20200602T135324.npy,STA.DE_DEST090/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2020
75,STA.DE_DEST090,11.313421442743785,STA.DE_DEST090/S2B_MSIL2A_20200602T100559_N0214_R022_T32UQB_20200602T135324.npy,STA.DE_DEST090/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2020
76,STA-NL00002,41.92101679134803,STA-NL00002/S2B_MSIL2A_20200326T104639_N0214_R051_T31UFU_20200326T141923.npy,STA-NL00002/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2018
77,STA-NL00002,43.78219113834022,STA-NL00002/S2B_MSIL2A_20200326T104639_N0214_R051_T31UFU_20200326T141923.npy,STA-NL00002/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2019
78,STA-NL00002,30.36255200761867,STA-NL00002/S2B_MSIL2A_20200326T104639_N0214_R051_T31UFU_20200326T141923.npy,STA-NL00002/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2019
79,STA-NL00002,34.204564122208765,STA-NL00002/S2B_MSIL2A_20200326T104639_N0214_R051_T31UFU_20200326T141923.npy,STA-NL00002/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2019
80,STA-NL00002,40.83474070281762,STA-NL00002/S2B_MSIL2A_20200326T104639_N0214_R051_T31UFU_20200326T141923.npy,STA-NL00002/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2019
81,STA.DE_DEST104,12.93576389068754,STA.DE_DEST104/S2A_MSIL2A_20200421T102021_N0214_R065_T32UPC_20200421T120142.npy,STA.DE_DEST104/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2018
82,STA.DE_DEST104,11.379240758806233,STA.DE_DEST104/S2A_MSIL2A_20200421T102021_N0214_R065_T32UPC_20200421T120142.npy,STA.DE_DEST104/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2019
83,STA.DE_DEST104,7.183858363720037,STA.DE_DEST104/S2A_MSIL2A_20200421T102021_N0214_R065_T32UPC_20200421T120142.npy,STA.DE_DEST104/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2019
84,STA.DE_DEST104,7.7619874512531695,STA.DE_DEST104/S2A_MSIL2A_20200421T102021_N0214_R065_T32UPC_20200421T120142.npy,STA.DE_DEST104/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2019
85,STA.DE_DEST104,10.754206762467575,STA.DE_DEST104/S2A_MSIL2A_20200421T102021_N0214_R065_T32UPC_20200421T120142.npy,STA.DE_DEST104/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2019
86,STA.DE_DEST104,8.720270014988005,STA.DE_DEST104/S2A_MSIL2A_20200421T102021_N0214_R065_T32UPC_20200421T120142.npy,STA.DE_DEST104/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2020
87,STA.DE_DEST104,8.353398468468473,STA.DE_DEST104/S2A_MSIL2A_20200421T102021_N0214_R065_T32UPC_20200421T120142.npy,STA.DE_DEST104/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2020
88,STA.DE_DEST104,8.355543548504736,STA.DE_DEST104/S2A_MSIL2A_20200421T102021_N0214_R065_T32UPC_20200421T120142.npy,STA.DE_DEST104/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2020
89,STA.DE_DESL011,16.76872282274001,STA.DE_DESL011/S2B_MSIL2A_20200422T103619_N0214_R008_T32ULV_20200422T140230.npy,STA.DE_DESL011/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2018
90,STA.DE_DESL011,19.105518514888907,STA.DE_DESL011/S2B_MSIL2A_20200422T103619_N0214_R008_T32ULV_20200422T140230.npy,STA.DE_DESL011/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2019
91,STA.DE_DESL011,11.12991300005496,STA.DE_DESL011/S2B_MSIL2A_20200422T103619_N0214_R008_T32ULV_20200422T140230.npy,STA.DE_DESL011/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2019
92,STA.DE_DESL011,11.43555253261776,STA.DE_DESL011/S2B_MSIL2A_20200422T103619_N0214_R008_T32ULV_20200422T140230.npy,STA.DE_DESL011/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2019
93,STA.DE_DESL011,14.606617901626695,STA.DE_DESL011/S2B_MSIL2A_20200422T103619_N0214_R008_T32ULV_20200422T140230.npy,STA.DE_DESL011/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2019
94,STA.DE_DESL011,13.143647220946233,STA.DE_DESL011/S2B_MSIL2A_20200422T103619_N0214_R008_T32ULV_20200422T140230.npy,STA.DE_DESL011/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2020
95,STA.DE_DESL011,9.642353479853485,STA.DE_DESL011/S2B_MSIL2A_20200422T103619_N0214_R008_T32ULV_20200422T140230.npy,STA.DE_DESL011/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2020
96,STA.DE_DESL011,10.781512681159404,STA.DE_DESL011/S2B_MSIL2A_20200422T103619_N0214_R008_T32ULV_20200422T140230.npy,STA.DE_DESL011/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2020
97,STA-TR340741,15.360522177481528,STA-TR340741/S2A_MSIL2A_20200822T084601_N0214_R107_T35TPF_20200822T113326.npy,STA-TR340741/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2018
98,STA-TR340741,13.846013982419596,STA-TR340741/S2A_MSIL2A_20200822T084601_N0214_R107_T35TPF_20200822T113326.npy,STA-TR340741/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2019
99,STA-TR340741,9.572107681711934,STA-TR340741/S2A_MSIL2A_20200822T084601_N0214_R107_T35TPF_20200822T113326.npy,STA-TR340741/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2019
100,STA-TR340741,6.82562469238696,STA-TR340741/S2A_MSIL2A_20200822T084601_N0214_R107_T35TPF_20200822T113326.npy,STA-TR340741/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2019
101,STA-TR340741,7.675246441748789,STA-TR340741/S2A_MSIL2A_20200822T084601_N0214_R107_T35TPF_20200822T113326.npy,STA-TR340741/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2019
102,STA-FR14008,7.723643600039848,STA-FR14008/S2A_MSIL2A_20200917T105031_N0214_R051_T31UFR_20200917T134757.npy,STA-FR14008/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2018
103,STA-FR14008,6.541143650358029,STA-FR14008/S2A_MSIL2A_20200917T105031_N0214_R051_T31UFR_20200917T134757.npy,STA-FR14008/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2019
104,STA-FR14008,3.771561131577493,STA-FR14008/S2A_MSIL2A_20200917T105031_N0214_R051_T31UFR_20200917T134757.npy,STA-FR14008/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2019
105,STA-FR14008,2.800272972593251,STA-FR14008/S2A_MSIL2A_20200917T105031_N0214_R051_T31UFR_20200917T134757.npy,STA-FR14008/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2019
106,STA-FR14008,5.828554774807701,STA-FR14008/S2A_MSIL2A_20200917T105031_N0214_R051_T31UFR_20200917T134757.npy,STA-FR14008/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2019
107,STA-FR14008,5.60360975609755,STA-FR14008/S2A_MSIL2A_20200917T105031_N0214_R051_T31UFR_20200917T134757.npy,STA-FR14008/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2020
108,STA-FR14008,3.8234153263954616,STA-FR14008/S2A_MSIL2A_20200917T105031_N0214_R051_T31UFR_20200917T134757.npy,STA-FR14008/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2020
109,STA-FR14008,3.2085611139762773,STA-FR14008/S2A_MSIL2A_20200917T105031_N0214_R051_T31UFR_20200917T134757.npy,STA-FR14008/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2020
110,STA-DK0058A,16.289806369210762,STA-DK0058A/S2B_MSIL2A_20200409T102559_N0214_R108_T32UNG_20200409T140105.npy,STA-DK0058A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2018
111,STA-DK0058A,17.491483221176743,STA-DK0058A/S2B_MSIL2A_20200409T102559_N0214_R108_T32UNG_20200409T140105.npy,STA-DK0058A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2019
112,STA-DK0058A,14.349556535467064,STA-DK0058A/S2B_MSIL2A_20200409T102559_N0214_R108_T32UNG_20200409T140105.npy,STA-DK0058A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2019
113,STA-DK0058A,9.93653942532654,STA-DK0058A/S2B_MSIL2A_20200409T102559_N0214_R108_T32UNG_20200409T140105.npy,STA-DK0058A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2019
114,STA-DK0058A,17.01781107002909,STA-DK0058A/S2B_MSIL2A_20200409T102559_N0214_R108_T32UNG_20200409T140105.npy,STA-DK0058A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2019
115,STA.06.141,27.83744017132637,STA.06.141/S2B_MSIL2A_20200808T100029_N0214_R122_T33TVN_20200808T125754.npy,STA.06.141/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2018
116,STA.06.141,30.98679367874279,STA.06.141/S2B_MSIL2A_20200808T100029_N0214_R122_T33TVN_20200808T125754.npy,STA.06.141/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2019
117,STA.06.141,17.033981654083295,STA.06.141/S2B_MSIL2A_20200808T100029_N0214_R122_T33TVN_20200808T125754.npy,STA.06.141/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2019
118,STA.06.141,16.081005649127956,STA.06.141/S2B_MSIL2A_20200808T100029_N0214_R122_T33TVN_20200808T125754.npy,STA.06.141/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2019
