AirQualityStation,nature_osm_score,manmade_osm_score,road_distance_osm,StationType,AreaType,no2_average
STA.DE_DEBE051,0.7210166028414918,0.21289837892441876,135.9275158941042,background,suburban,15.268610099990935
STA.DE_DEBE034,0.08703881494219731,0.6170366852925665,368.26094771346334,background,urban,24.220029850645307
STA.DE_DEBE032,0.07186486400643101,0.024923388361464592,1196.4635767234067,background,rural-nearcity,15.926676554145274
STA.DE_DEBE027,0.5068151574937076,0.2850598660182348,1494.1597393603085,background,rural-nearcity,15.306332803905098
STA.DE_DEBE018,0.035370406365136685,0.7743505288421804,327.60163208704205,background,urban,24.90268286678472
STA.DE_DEBE010,0.14175062187621926,0.6252821136631012,56.33851531591773,background,urban,27.129623460871315
STA.DE_DEBB099,0.5369713391806402,0.3207812236189217,98.1961135576844,traffic,suburban,18.477134465196713
STA.DE_DEBB092,0.21308960727019927,0.7951452747360659,973.0999438502566,background,suburban,13.583174716113955
STA.DE_DEBB086,0.2863352801878836,0.5898446251394063,976.9275976732742,background,suburban,16.605190550616086
STA.DE_DEBB075,0.8315061254825065,0.10755974710543904,664.6832525120827,background,suburban,15.247537710001247
STA.CZ_ZUHR,0.4378252608397484,0.4592268407096109,15.271848150671715,traffic,urban,27.0561530319032
STA.CZ_ZTNV,0.7806906514840138,0.10554707514015813,1558.8221493938975,background,rural-regional,8.154030965179304
STA.CZ_UULM,0.2379745229243597,0.5706848867202576,263.62256652651723,background,urban,21.883145777706986
STA.CZ_LLIL,0.12763104920672347,0.651711815435457,817.0642677911585,background,urban,13.913809097102005
STA.CZ_KSOM,0.3202223094156884,0.3101212174452553,431.21497808940313,background,suburban,12.238085555811095
STA.CZ_KPRB,0.7579201194504618,0.037967457093336925,7020.5713698377585,background,rural-regional,5.264775718147088
STA.CZ_JKOS,0.9340858640023836,0.010872580688177123,1199.435956722744,background,rural-regional,3.9368291926290984
STA.CZ_JJIH,0.4354276834647285,0.4673638765040905,378.185404126467,background,urban,12.396399963616322
STA.CZ_HPLO,0.8600509097337528,0.011164632820213748,1093.4562878365423,background,rural-regional,4.70672653881759
STA.CZ_HHKB,0.08399294331010787,0.4693604632243077,40.92986711077639,traffic,urban,18.771026861791594
STA.CZ_EPAO,0.4045389100473191,0.3667688638552729,513.8723190438542,background,suburban,14.211089013558428
STA.CZ_EMTP,0.26198425393083963,0.5826654285453603,187.08704325459252,background,urban,15.683823590643065
STA.CZ_CTAB,0.2306757956285371,0.6791088163939143,25.154884367110416,traffic,urban,17.23362677470409
STA.CZ_CPRA,0.32370277799835645,0.4315640956455712,344.81316614392966,background,suburban,10.311458831520289
STA.CZ_CCHU,0.6272258355546176,0.0011082574283719198,2583.527645160169,background,rural-regional,2.5150081380314706
STA.CZ_CCBD,0.10815605361035344,0.7279019240895135,481.8273673779363,background,urban,13.475658156383574
STA.CZ_BZNO,0.3504186903679445,0.4222087039223736,87.49799490408365,background,suburban,13.00959137469854
STA.CZ_BMIS,0.7646158973822695,0.0,3379.6798969491942,background,rural-regional,7.16644489068152
STA.CZ_BBNY,0.7452640372105896,0.3901887835986162,472.9066521972045,background,suburban,14.002627401347207
STA.CZ_BBNV,0.0851497601041967,0.5945433442175162,14.602071834290376,traffic,urban,37.81856523820379
STA.CZ_MJES,0.7604906062184721,0.02253040157383573,1862.9346448118115,background,rural-nearcity,5.2840554658035925
STA.CZ_MLOS,0.6240200055728023,0.284011832719398,89.82880793188355,background,rural-nearcity,12.054611538313267
STA.CZ_MOLJ,0.17946459350772098,0.765918100345822,123.111700708945,background,urban,19.86566903533995
STA.CZ_PKUJ,0.6437088476883879,0.19210263327924526,2534.761675298575,background,rural-nearcity,9.117659948108967
STA.CZ_UULK,0.4226263829351768,0.4931585803533953,977.8724414302527,background,suburban,11.503880288597093
STA.CZ_UULD,0.3451978398330714,0.542268399254455,0.033214808113877885,traffic,urban,31.08982603755816
STA.CZ_UTUS,0.4575772891297472,0.3138890318996955,73.62452660834708,background,rural-nearcity,11.264461630302456
STA.CZ_USNZ,0.8869546605405415,0.08845118292355347,4293.017778150424,background,rural-regional,8.396595171701023
STA.CZ_UMOM,0.14380893323310673,0.6527378383009828,537.0906047730549,background,urban,19.68771480839282
STA.CZ_ULOM,0.37773206721786107,0.067818765034879,1162.5878425813546,background,rural-nearcity,11.034577276134607
STA.CZ_UDOK,0.7715028188178177,0.07441941234259722,726.418501137424,background,rural-nearcity,12.576201342300207
STA.CZ_UDCM,0.15634250609713796,0.4827752731853139,316.8173985734232,background,urban,18.21149223611052
STA.DE_DEBE066,0.17836101507134616,0.7430185677415827,307.65755021094583,background,urban,19.492095657780386
STA.CZ_TCER,0.9740160137551268,1.0441267697002056e-05,4606.6717922100925,background,rural-regional,5.799738694015236
STA.CZ_SPBR,0.2540940089219689,0.5465820145093189,617.6142580732411,background,urban,14.47769748595224
STA.CZ_SMBO,0.2034633132674341,0.7238464943814753,757.7858852132553,background,urban,16.552439128117097
STA.CZ_SKLS,0.3977130247045864,0.4795088183868173,93.6665744806484,background,urban,14.638292559877913
STA.CZ_SBER,0.24784097146575604,0.7228726418259402,26.636810677670113,traffic,urban,25.394453605153643
STA.CZ_PPLV,0.6013131451465638,0.19675770492237646,1056.309538801488,background,suburban,12.180144881516853
STA.CZ_PPLL,0.11570717675002322,0.7419909771652693,579.7467809177567,background,urban,15.330357220358545
STA.CZ_PPLE,0.15542866999155144,0.5557978574210511,229.92258860764198,traffic,urban,18.482614784056988
STA.CZ_PPLA,0.06410128816514753,0.7618181432043681,804.7727254271653,traffic,urban,19.34551893805468
STA.CZ_SROR,0.6209092792421759,0.2378299650399722,5502.981503011287,background,rural-nearcity,8.01962188631779
STA.DE_DEBE067,0.14926815484045802,0.5771716464698865,61.51005637578763,traffic,urban,43.4133646425146
STA.DE_DEBE068,0.12101750032006847,0.6739278357833288,120.60173407308281,background,urban,24.400685809177478
STA.DE_DEBE069,0.0473488795279825,0.7341037831931279,15.827608248076483,traffic,urban,40.71225902527951
STA.DE_DEBY079,0.5223114340355415,0.4116355995776934,648.1641621020467,background,urban,9.685393135568654
STA.DE_DEBY075,0.15273757787778774,0.6851309237642869,16.572045230224347,background,urban,24.140492595411953
STA.DE_DEBY072,0.03884775376322969,0.03512394466741497,2016.6939462102746,background,rural-regional,5.750018840148004
STA.DE_DEBY068,0.029140468188333313,0.7292119920244294,101.52087881729706,background,urban,21.268322354175336
STA.DE_DEBY067,0.35225763959064343,0.4051175187685645,16.118166361006686,background,suburban,19.712965982709104
STA.DE_DEBY063,0.1451127673898301,0.5647202697522498,553.5667991797559,traffic,urban,36.97949361312608
STA.DE_DEBY058,0.1660366688262629,0.7459119526421367,100.56147435124387,background,urban,27.088709548678185
STA.DE_DEBY053,0.10084609316853643,0.6990416118315638,100.6868080777451,traffic,urban,34.56951456617987
STA.DE_DEBY052,0.08003497728895888,0.6746522251904405,126.22308819462948,background,urban,27.25827771702184
STA.DE_DEBY049,0.6306180165859144,0.07380541279147923,621.1983863253041,background,rural-regional,9.637934266826457
STA.DE_DEBY039,0.03584292987529658,0.9063023505272036,70.70912098034731,background,urban,27.35299503760293
STA.DE_DEBY037,0.04607515968304544,0.938544135570717,18.50601339134549,traffic,urban,47.549879142836225
STA.DE_DEBY035,0.4430302773481922,0.42806516180961945,14.813875955743208,traffic,urban,21.685377807055726
STA.DE_DEBY033,0.1913053981830963,0.4177660499355953,12.21364004935117,traffic,urban,24.49973458567125
STA.DE_DEBY032,0.03364928985264957,0.8438648960514616,165.50199230596917,background,urban,20.232780465882627
STA.DE_DEBY031,0.10180503940215216,0.8134747099398639,235.56861934590825,background,suburban,17.496630886896718
STA.DE_DEBY030,0.7662045991355199,0.12794429201902865,21.465862187770085,background,suburban,18.196878969504002
STA.DE_DEBY088,0.6310832735403538,0.2628922120221356,294.56794121054264,background,suburban,16.560359486081456
STA.DE_DEBY089,0.3711016647464823,0.4179021043667985,480.09315237742425,background,suburban,19.86750470653789
STA.DE_DEBY099,0.3355329107122189,0.5696503656296721,604.4620680917908,background,suburban,17.291182753823836
STA.DE_DEBY109,0.7821080553426387,0.05334559698125073,1427.773592764312,background,rural-regional,6.8068126465955725
STA.DE_DEHB005,0.30673756364429056,0.6412654018943809,227.40110475549747,background,urban,19.481097726889764
STA.DE_DEHB004,0.1629699671570276,0.7338830806116067,77.93178640832144,background,urban,18.99439539648159
STA.DE_DEHB002,0.1723839846717775,0.6503083580674661,41.206162221800646,background,urban,21.55181556824529
STA.DE_DEHB001,0.15921383958961624,0.6718583263718559,203.2188495443548,background,urban,22.866149581027237
STA.DE_DEBY196,0.5359938626772851,0.12602898298633866,338.183839641778,background,rural-nearcity,10.510294096385683
STA.DE_DEBY189,0.2115238720530241,0.7166025545735617,349.4190844119273,background,suburban,24.34984108441033
STA.DE_DEBY188,0.16246948352517446,0.7342417546953954,510.28090295862273,background,urban,23.54303797231872
STA.DE_DEBY187,0.35493302589296616,0.44478803570135145,557.3074522148909,background,suburban,16.531860848568698
STA.DE_DEBY028,0.4358518749343929,0.4952069351715461,739.0755433820352,traffic,urban,20.065562616479745
STA.DE_DEBY124,0.22985771505494426,0.2763535884772609,2488.2812296306893,background,rural-regional,11.623804600429713
STA.DE_DEBY121,0.7628478760775806,0.1637266779712491,166.4285620673595,traffic,rural-nearcity,30.241920134005717
STA.DE_DEBY120,0.14536300019928342,0.8190333721736479,9.515342119221113,traffic,urban,46.40782308535936
STA.DE_DEBY119,0.033889532463496616,0.7198340320711752,6.8355282157800605,traffic,urban,33.453890919067
STA.DE_DEBY118,0.4510290090551354,0.5244655809054877,27.912885780394372,background,urban,30.294432093656727
STA.DE_DEBY115,0.06573948835365162,0.8993162270023106,10.834355164600836,traffic,urban,66.20001048391838
STA.DE_DEBY113,0.6283489473390821,0.3001890186562945,593.5005898652828,background,suburban,17.668749794411156
STA.DE_DEBY111,0.07322775900209487,0.8257029375749341,16.00876338679309,traffic,urban,29.801245289620933
STA.DE_DEBY110,0.04836700263044518,0.932097621832782,403.19891904503265,traffic,urban,43.05785343215121
STA.DE_DEBY122,0.5940605908890064,0.05198207298541113,281.3737000675301,background,rural-regional,7.6791277830402995
STA.CZ_BBDN,0.03050258058618105,0.7041478263360847,563.3360526971331,background,urban,22.443671208290464
STA.DE_DEBY021,0.1426797917712189,0.4675186488345268,308.8411826941648,traffic,urban,24.360411021384
STA.DE_DEBY013,0.8060762416422749,0.15003929110314032,814.7466413538644,background,rural-regional,13.523031122243134
STA.DE_DEBW059,0.6581229035573559,0.3331745424776581,690.8760344204761,background,suburban,12.470265170401886
STA.DE_DEBW052,0.4767617023873768,0.6428314269781557,404.8772164235223,background,urban,19.646537424962045
STA.DE_DEBW046,0.24070706140298234,0.6410326447452003,446.0022273871151,background,suburban,17.03991836381341
STA.DE_DEBW042,0.4445452435395351,0.5059911238845222,36.9118802975884,background,suburban,27.117360378850414
STA.DE_DEBW039,0.26451754364310354,0.4276849382076688,682.7118446301746,background,suburban,14.358937759732099
STA.DE_DEBW038,0.14806750773808885,0.7093246312856102,359.08843481148364,background,urban,21.20914491724022
STA.DE_DEBW033,0.2853654760183533,0.3651212135108044,26.914748456812767,background,urban,24.606295903954763
STA.DE_DEBW031,0.9973617665538642,0.003036459151005647,1044.160750608643,background,rural-regional,4.639522854669174
STA.DE_DEBW029,0.3386190218959439,0.6375126435607293,83.0338281154621,background,suburban,21.729959227663365
STA.DE_DEBW027,0.021686053759060086,0.8295302311071212,8.139086189658668,background,urban,24.91685693952586
STA.DE_DEBW024,0.211191831570872,0.7749016543453273,699.112246457174,background,suburban,25.14739419031013
STA.DE_DEBW023,0.16121315477772655,0.3819478981913745,74.23784784785991,background,suburban,17.571226961783303
STA.DE_DEBW019,0.01921892226876633,0.8349307368283837,156.00473884612066,background,urban,26.640587135210858
STA.DE_DEBW015,0.4905939300562099,0.5046889189823743,119.75277108254421,background,urban,27.827475475209017
STA.DE_DEBW013,0.1547622535794817,0.7501068040479286,4.470350828440669,background,urban,27.07349958846172
STA.DE_DEBW010,0.4081020191647227,0.5238127258472283,103.79047071464613,background,suburban,16.151586187319804
STA.DE_DEBW073,0.4562409824007742,0.4269910069841403,125.40784927238802,background,suburban,20.18346139422857
STA.DE_DEBW076,0.5207541832780217,0.3712688639961733,153.64775947974388,background,suburban,16.315137022744025
STA.DE_DEBW084,0.13891281088279886,0.6802995356841718,88.44281462976106,background,urban,19.148480257262143
STA.DE_DEBW099,0.03228354933296492,0.7178691124793496,13.711761667539553,traffic,urban,46.15624926398266
STA.DE_DEBY012,0.3468968296164865,0.2954170403750315,342.6487106055117,background,suburban,21.291156067962643
STA.DE_DEBY009,0.11149304128505344,0.7585421378441713,416.41413396127837,background,urban,23.881602931374502
STA.DE_DEBY007,0.10971205745508192,0.7806839436801337,447.2937554109996,background,urban,25.7995131013982
STA.DE_DEBY006,0.03660033107885708,0.966767761113018,19.008786648316566,traffic,urban,28.139105450210966
STA.DE_DEBY005,0.11177294176142692,0.37718724652008206,1405.4422816644205,background,suburban,27.704064293902913
STA.DE_DEBY004,0.3015975514548107,0.3371803268336477,487.8660506301435,background,rural-nearcity,15.788941376596775
STA.DE_DEBY001,0.11264955114038958,0.1929375101323623,9.783027580435276,traffic,urban,31.076201419348426
STA.DE_DEBW156,0.5298376241750598,0.4529672606321236,7.922011829409548,traffic,urban,34.15422247724287
STA.DE_DEBY020,0.23286251287196136,0.5536105939529719,220.54234796953517,background,suburban,16.640046943626693
STA.DE_DEBW152,0.0941396084566894,0.8946980893517273,4.507922056847007,traffic,urban,51.621908864558904
STA.DE_DEBW136,0.2304921456209373,0.5324216544494191,201.860329507263,traffic,urban,45.87647744102693
STA.DE_DEBW122,0.8817263923863952,0.5476818994511474,75.54785479793651,traffic,urban,50.0480350838924
STA.DE_DEBW120,0.2777884308672621,0.6219415381995873,7.052902847932932,traffic,urban,45.35113185144808
STA.DE_DEBW118,0.04011187049721577,0.7228802098424442,10.563634021211096,traffic,urban,70.80151603133528
STA.DE_DEBW117,0.1765433249611991,0.6587230665737608,6.903244197254442,traffic,urban,50.726053366807115
STA.DE_DEBW116,0.17803885665510408,0.7371150992703295,3.4926827311123185,traffic,urban,64.89290457505301
STA.DE_DEBW112,0.4699258069012471,0.4778192977824375,1377.2167314677026,background,suburban,13.838995100167873
STA.DE_DEBW107,0.32871970945691625,0.5032961851792416,665.2691309834919,background,suburban,20.632095301227523
STA.DE_DEBW147,0.018454126384208517,0.8266968289926191,6.979335143510719,traffic,urban,52.51931831063967
STA.DE_DEHB006,0.0899648441296111,0.7728075334837471,13.766011058265006,traffic,urban,37.6934534563675
STA.CZ_AVYN,0.22064109576226987,0.2193834388493208,12.634220322651288,traffic,urban,32.63999067781087
STA.CZ_ARIE,0.05828049645739559,0.1465435144813376,498.88057889703384,background,urban,22.268457791693454
STA.03.0401,0.049488197188225606,0.39414310399957103,384.0467675689112,background,rural,10.993226580964762
STA.03.0202,0.5980165128238065,0.006914609459251783,218.4327249713444,background,rural,7.4348958206895315
STA.03.0201,0.5523028409211285,0.443968568802764,534.7669794586446,background,suburban,13.342923911580836
STA.03.0104,0.09759821436057048,0.19821499171471305,252.3231653117725,traffic,rural,22.074066803009
STA.03.0101,0.1026162003981156,0.25817746534541536,608.636980097205,background,urban,20.51619862175645
STA.03.0065,0.8313386059526021,0.1945353795362207,32.68177971988934,background,suburban,16.46115564782635
STA.02.SP10,0.7559809015096641,0.22452095757463064,90.25868068062763,background,rural-regional,9.104071366740829
STA.03.0403,0.702263240124964,0.20658850771387052,190.42134775630703,background,rural-nearcity,12.999701595129553
STA.03.0502,0.42515807369346703,0.035252830741509214,1958.31407889957,background,rural-regional,5.998770507266368
STA.03.0601,0.30579382764327506,0.5840250915019223,494.61633794645553,background,suburban,11.475422149734877
STA.03.2701,0.15641202519600308,0.6270947441244562,258.36300960700663,background,suburban,18.784969533663357
STA.03.2604,0.09068773414849554,0.007462871141892174,333.8606420351605,background,rural,12.22432682366583
STA.03.2501,0.4853428786387634,0.4515304265382557,161.8948481724549,background,suburban,17.578080445367025
STA.03.2302,0.13394675036729176,0.8857620255372674,11.872240596232073,traffic,urban,29.415270411703553
STA.03.2301,0.10701437448016968,0.7661780365154088,931.4156903028278,background,urban,19.748374132776316
STA.03.1904,0.3490849772513457,0.10847627398242116,282.7957235557052,background,rural,8.052078003064999
STA.03.1902,0.8142015464722995,0.09291532164404044,306.99321636717616,industrial,rural,12.3433509259515
STA.03.1901,0.2206385841539448,0.6268679042872368,238.5232951297476,background,suburban,12.25784270677616
STA.03.1703,0.16449361150483202,0.27764432623027674,299.3414376066896,background,suburban,13.221998267635579
STA.03.1701,0.8656357534301212,0.11101735250053107,192.0201027736237,background,rural,9.88405089383253
STA.03.1502,0.9931014466832948,0.006173786450883127,1901.054679425508,background,rural-regional,5.31684950080977
STA.03.1413,0.3661410323025504,0.4643303412018228,326.59102907518866,traffic,suburban,24.71621084185902
STA.03.1406,0.45742405764034794,0.3985214648504696,194.7328873008734,traffic,suburban,23.35246148020079
STA.03.1402,0.4077636991027024,0.4031686121875885,76.18055618838672,traffic,suburban,21.156291545085658
STA.03.1401,0.05487862745873039,0.7081893998481289,75.97273766172476,background,suburban,16.166333977679493
STA.03.1204,0.7003447053306752,0.25877076599220805,301.470573551037,background,rural,16.17288702783082
STA.03.0902,0.3477276078804453,0.2308378102145987,77.95546640594046,traffic,suburban,23.373501657574963
STA.03.0599,0.3879916597862781,0.43436855715775297,35.66683926152253,traffic,suburban,18.93404544048836
STA-SK0407A,0.07059989730081008,0.7318813465201116,120.3360915260956,traffic,urban,26.686128540050177
STA-SK0269A,0.20310130199255189,0.14950665173854452,8.686750738411794,traffic,urban,34.14337378941572
STA-SK0267A,0.1088652846226937,0.5522704813716941,1565.9691456413566,traffic,urban,28.046174112740413
STA-SK0266A,0.5846307792567323,0.3764535132096602,17.713928118981574,traffic,urban,40.63761368961908
STA-SK0265A,0.527542188617517,0.4485519322788448,17.191091402652024,traffic,urban,18.02194058972505
STA-SK0263A,0.4704372928349932,0.40814246789575503,1004.7648112484948,background,urban,10.330436154005108
STA-SK0214A,0.27523142933282624,0.4861399997742655,0.8692301784521812,traffic,urban,34.28285367623764
STA-SK0134A,0.6824769408860492,0.4032923891204409,2680.367058493106,background,urban,11.294866507094605
STA-SK0048A,0.626111354982957,0.12996616780396913,941.7105548339674,background,suburban,12.087728436988435
STA-SK0045A,0.0009901943578306779,0.9722847201027568,582.0321869275881,traffic,urban,35.3321171907008
STA-SK0042A,1.00000000000018,0.004392584700216209,8882.741729345467,background,rural,3.4104486817835484
STA-SK0041A,0.6640314860747449,0.28129300882296376,178.31547993597516,background,rural,8.844966589922915
STA-SK0037A,0.14203857700278066,0.8589544608061968,263.393173389564,background,urban,9.54619233793189
STA-SK0025A,0.6860371851313477,0.24141316353017386,378.1008168748784,background,urban,10.26907151748023
STA-SK0008A,0.21340447668722745,0.8469181387292444,565.9596399623495,background,urban,20.00203956548716
STA-TR220341,0.0010313927118204582,0.9438469304973216,6.41274458923325,background,urban,17.276213760154373
STA.04.S108,0.3836956740166179,0.05416986749525776,370.7914506351669,background,rural-regional,5.106569370133513
STA-TR170141,0.019174894699170674,0.04304707770197682,281.1811224724092,background,urban,21.956409319227966
STA-TR110241,0.0,0.5765410450115194,36.03028546833354,background,urban,28.431354723887683
STA-TR110141,0.0,0.6180552666363112,203.92017000516117,background,urban,24.712458420231386
STA-TR100411,0.0043198944188307465,0.4298720741465603,80.06316923720371,background,urban,18.755110428362276
STA.04.S125,0.14260221697901238,0.012003437866933987,230.53596054486337,background,suburban,13.23213109713994
STA.04.S156,0.2959676679106492,0.5299574608346778,98.76546566302171,background,suburban,18.8906208032518
STA.04.S173,0.6291486733895251,0.29879197218795583,268.53347408959536,industrial,suburban,16.749436938311266
STA.09.GAUD,0.052963731000181084,0.9311142057649188,69.19779170766925,background,urban,27.04728751198465
STA.09.FLO,0.12637908463031852,0.7456698753635495,99.32024618259486,background,urban,25.043661910412606
STA.09.BELG,0.041647925855387465,0.9095236133042052,526.606410765309,background,urban,26.878035840023927
STA.09.AKC,0.021699112894330786,0.9669401525157364,210.94524255670356,background,urban,23.003621389784566
STA.09.A23,0.5265764897371539,0.08812222127775769,43.95152580497317,traffic,suburban,32.560253786980965
STA.08.2801,0.8908905603576247,0.048853104538512535,8.554422121105754,traffic,rural,25.056301676249102
STA.08.1919,0.5308671296909094,0.39121029269822827,48.80051595601971,traffic,urban,37.834890467994725
STA.08.0807,0.09008650664656838,0.07620455736442222,1.1971615790111925,traffic,suburban,28.459827571963046
STA.08.0710,0.13448306413522446,0.6089608232165535,33.55874291326171,traffic,urban,37.767067558370115
STA.08.0709,0.2510498884160222,0.2525952514794231,47.239021973154784,traffic,urban,33.396637974213235
STA.08.0706,0.16245049975673306,0.5193006895736126,1247.6193908127036,background,suburban,19.412457105379183
STA.08.0503,0.664221320917479,0.035210793562111285,3459.0407327576595,background,rural-regional,6.285110257507272
STA.07.2912,0.5863967883137893,0.2909556720855833,952.7900754605021,background,rural,12.335348187414803
STA.07.2910,0.31833447637534384,0.5261280366854388,7.745325915499,traffic,urban,35.02104720602131
STA.07.2822,0.3932806855783775,0.3326730770217972,76.83830255472147,traffic,rural,32.117961063832524
STA.07.2821,0.4027153176183282,0.2894747385743365,16.17921135548987,traffic,rural,50.20586323128358
STA.09.JAEG,0.09127368285940228,0.002029757453665521,678.5540171959391,background,suburban,10.546879626109114
STA.09.KE,0.17392624866912554,0.4903430974195013,366.8051410591883,background,suburban,23.49454150406575
STA.09.KEND,0.11756357742664204,0.7969384608097303,293.1267469708316,background,urban,21.783514431794135
STA.09.LIES,0.07147272846843125,0.7730817458942357,358.1513070296158,background,suburban,19.96829335939038
STA.CZ_AREP,0.16695600265838395,0.17033966781119042,523.4096033146715,background,urban,28.75728280905831
STA.CZ_APRU,0.2290356054866673,0.5074642106368925,56.552422362604354,traffic,urban,29.39009825058058
STA.CZ_ALIB,0.5085352170871551,0.121849737447889,57.22321364289293,background,suburban,16.32342098357867
STA.CZ_ALEG,0.08310867270122332,0.156928638309346,12.601028765702498,traffic,urban,47.64636488202589
STA.CZ_AKOB,0.3168243712067307,0.1333966588765367,428.4879873564199,background,suburban,19.283354634053765
STA.CZ_AKAL,0.1436141268421804,0.1812766376962027,7.2231113993603815,traffic,urban,27.871983034294217
STA.CZ_ACHO,0.3051950045289207,0.14121394822721478,508.20202091297233,background,urban,18.25198455441669
STA.CZ_ABRE,0.1982560456733244,0.06654348414565711,89.84876005473188,background,urban,22.153589192620498
STA.07.2710,0.33828566549957784,0.1532352805798254,610.0795467825902,background,rural,15.681387745982068
STA.10.ZOE2,0.9985510756105028,0.0,6524.298896787547,background,rural-remote,3.647397778828544
STA.10.PIL1,0.22577410721430896,0.002225558833783718,2239.4527089646767,background,rural-regional,8.199492856546929
STA.10.ENK1,0.32714715569511754,0.013527035039633685,2509.565636157913,background,rural-regional,11.141902875988086
STA.09.ZA,0.10555064875942624,0.86322377876681,488.9230209469224,background,suburban,18.530227627847413
STA.09.TAB,0.0873709099093164,0.7963616546401829,15.506720061319985,traffic,urban,33.381372803393155
STA.09.STEF,0.08355755546918771,0.8969777471761842,577.5559074157035,background,urban,22.490617037465572
STA.09.STAD,0.0635018439568194,0.7106692318742126,159.28634978169038,background,urban,23.83044338569579
STA.09.SCHA,0.3758334086109598,0.5888853225959133,643.6637551190732,background,suburban,13.488339444499573
STA.09.MBA,0.21475963643665893,0.7196527223151985,7.647769406100345,traffic,urban,42.47191841319128
STA.10.SON1,0.9381353602974164,0.0,10845.28286791176,background,rural-remote,0.539770733695302
STA.CZ_ASMI,0.15037133358609892,0.106388236644912,11.969150696564707,traffic,urban,39.03885976118611
STA.07.2619,0.7240852588765703,0.060960154623210076,42.143270687117706,background,rural,7.080185060271759
STA.07.2550,0.8689584358067501,0.026619721513051687,853.9667533812268,traffic,rural-regional,36.986120760138476
STA.05.2000,0.4004321187042413,0.4175874903619431,4.7287011109117705,traffic,urban,36.902331348059
STA.05.1200,0.10893960504286028,0.7703121983176359,654.9284568916361,background,urban,20.971450586865405
STA.05.1066,0.2518712187773576,0.6769158085535254,306.87052750450164,traffic,urban,24.485654290802103
STA.05.1000,0.33566726280225545,0.5782931614846722,15.432956373069556,traffic,urban,40.162588235247185
STA.04.S431,0.2918605145977804,0.5429173097646728,35.096200737577206,traffic,urban,43.40908186407099
STA.04.S418,0.1424281165614417,0.20260891115405588,585.6850252760299,industrial,rural,14.459290441546054
STA.04.S416,0.13886188248886105,0.7161245984189439,36.637398824858316,background,urban,29.00681350319884
STA.04.S415,0.4456982831346431,0.39373315248301594,32.05379912120431,traffic,suburban,27.229123382603504
