idx,AirQualityStation,no2,img_path,s5p_path,date_str
47,06-037-1701,47.21640436826087,06-037-1701/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-037-1701/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2020
48,06-067-0006,14.500271656444447,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2018
49,06-067-0006,5.292540029333333,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2018
50,06-067-0006,7.0814129608695655,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2018
51,06-067-0006,17.698069408260864,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2018
52,06-067-0006,10.798055399111119,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2019
53,06-067-0006,6.296692552967032,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2019
54,06-067-0006,6.671848850869565,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2019
55,06-067-0006,18.064070261123593,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2019
56,06-067-0006,12.743984716483512,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2020
57,06-067-0006,4.635104135384613,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2020
58,06-067-0006,6.611650494782606,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2020
59,06-067-0006,16.55842524000001,06-067-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-067-0006/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2020
60,06-083-1025,-0.33969236269662906,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2018
61,06-083-1025,0.0655223178021978,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2018
62,06-083-1025,1.6239795973913045,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2018
63,06-083-1025,2.144191545054946,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2018
64,06-083-1025,0.9896037373333332,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2019
65,06-083-1025,0.8828786997802196,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2019
66,06-083-1025,2.0755711278260858,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2019
67,06-083-1025,2.005573296818182,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2019
68,06-083-1025,0.5119538114285715,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2020
69,06-083-1025,0.3326222319101124,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2020
70,06-083-1025,1.3768599795454546,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2020
71,06-083-1025,1.2571602708695653,06-083-1025/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1025/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2020
72,32-003-0540,,32-003-0540/S2A_MSIL2A_20210510T181921_N0300_R127_T11SPA_20210516T210356.npy,32-003-0540/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2018
73,32-003-0540,,32-003-0540/S2A_MSIL2A_20210510T181921_N0300_R127_T11SPA_20210516T210356.npy,32-003-0540/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2018
74,32-003-0540,,32-003-0540/S2A_MSIL2A_20210510T181921_N0300_R127_T11SPA_20210516T210356.npy,32-003-0540/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2018
75,32-003-0540,,32-003-0540/S2A_MSIL2A_20210510T181921_N0300_R127_T11SPA_20210516T210356.npy,32-003-0540/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2018
76,32-003-0540,32.16874160133332,32-003-0540/S2A_MSIL2A_20210510T181921_N0300_R127_T11SPA_20210516T210356.npy,32-003-0540/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2019
77,32-003-0540,19.96409885168539,32-003-0540/S2A_MSIL2A_20210510T181921_N0300_R127_T11SPA_20210516T210356.npy,32-003-0540/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2019
78,32-003-0540,24.885203821739125,32-003-0540/S2A_MSIL2A_20210510T181921_N0300_R127_T11SPA_20210516T210356.npy,32-003-0540/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2019
79,32-003-0540,41.0422542080899,32-003-0540/S2A_MSIL2A_20210510T181921_N0300_R127_T11SPA_20210516T210356.npy,32-003-0540/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2019
80,32-003-0540,33.81477494505493,32-003-0540/S2A_MSIL2A_20210510T181921_N0300_R127_T11SPA_20210516T210356.npy,32-003-0540/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2020
81,32-003-0540,14.34339926153846,32-003-0540/S2A_MSIL2A_20210510T181921_N0300_R127_T11SPA_20210516T210356.npy,32-003-0540/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2020
82,32-003-0540,25.91246543173911,32-003-0540/S2A_MSIL2A_20210510T181921_N0300_R127_T11SPA_20210516T210356.npy,32-003-0540/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2020
83,32-003-0540,41.59279382,32-003-0540/S2A_MSIL2A_20210510T181921_N0300_R127_T11SPA_20210516T210356.npy,32-003-0540/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2020
84,06-023-1004,,06-023-1004/S2B_MSIL2A_20210924T190029_N0301_R013_T10TCL_20210924T215332.npy,06-023-1004/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2018
85,06-023-1004,,06-023-1004/S2B_MSIL2A_20210924T190029_N0301_R013_T10TCL_20210924T215332.npy,06-023-1004/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2018
86,06-023-1004,,06-023-1004/S2B_MSIL2A_20210924T190029_N0301_R013_T10TCL_20210924T215332.npy,06-023-1004/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2018
87,06-023-1004,,06-023-1004/S2B_MSIL2A_20210924T190029_N0301_R013_T10TCL_20210924T215332.npy,06-023-1004/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2018
88,06-023-1004,5.267443251685392,06-023-1004/S2B_MSIL2A_20210924T190029_N0301_R013_T10TCL_20210924T215332.npy,06-023-1004/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2019
89,06-023-1004,2.485138978352941,06-023-1004/S2B_MSIL2A_20210924T190029_N0301_R013_T10TCL_20210924T215332.npy,06-023-1004/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2019
90,06-023-1004,2.342033009565218,06-023-1004/S2B_MSIL2A_20210924T190029_N0301_R013_T10TCL_20210924T215332.npy,06-023-1004/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2019
91,06-023-1004,6.469887230222223,06-023-1004/S2B_MSIL2A_20210924T190029_N0301_R013_T10TCL_20210924T215332.npy,06-023-1004/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2019
92,06-023-1004,4.504244152967031,06-023-1004/S2B_MSIL2A_20210924T190029_N0301_R013_T10TCL_20210924T215332.npy,06-023-1004/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2020
93,06-023-1004,1.8227763327472533,06-023-1004/S2B_MSIL2A_20210924T190029_N0301_R013_T10TCL_20210924T215332.npy,06-023-1004/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2020
94,06-023-1004,2.46177681,06-023-1004/S2B_MSIL2A_20210924T190029_N0301_R013_T10TCL_20210924T215332.npy,06-023-1004/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2020
95,06-023-1004,6.2710438652173925,06-023-1004/S2B_MSIL2A_20210924T190029_N0301_R013_T10TCL_20210924T215332.npy,06-023-1004/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2020
96,06-083-1021,,06-083-1021/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-083-1021/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2018
97,06-083-1021,,06-083-1021/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-083-1021/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2018
98,06-083-1021,,06-083-1021/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-083-1021/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2018
99,06-083-1021,,06-083-1021/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-083-1021/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2018
100,06-083-1021,3.4405902142222216,06-083-1021/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-083-1021/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2019
101,06-083-1021,1.1387952163636357,06-083-1021/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-083-1021/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2019
102,06-083-1021,3.0729436600000004,06-083-1021/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-083-1021/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2019
103,06-083-1021,2.6105033328205134,06-083-1021/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-083-1021/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2019
104,06-083-1021,1.5755604646153851,06-083-1021/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-083-1021/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2020
105,06-083-1021,1.3226998861538466,06-083-1021/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-083-1021/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2020
106,06-083-1021,2.3137527901538464,06-083-1021/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-083-1021/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2020
107,06-083-1021,2.921355576216216,06-083-1021/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-083-1021/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2020
108,06-059-5001,34.10175039466668,06-059-5001/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-059-5001/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2018
109,06-059-5001,13.090583665054949,06-059-5001/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-059-5001/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2018
110,06-059-5001,16.223401393043474,06-059-5001/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-059-5001/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2018
111,06-059-5001,34.64443888086957,06-059-5001/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-059-5001/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2018
112,06-059-5001,27.747436623999995,06-059-5001/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-059-5001/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2019
113,06-059-5001,13.02745099252747,06-059-5001/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-059-5001/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2019
114,06-059-5001,16.316982193913034,06-059-5001/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-059-5001/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2019
115,06-059-5001,34.25499544584268,06-059-5001/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-059-5001/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2019
116,06-059-5001,28.388432379340657,06-059-5001/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-059-5001/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2020
117,06-059-5001,11.88552190725275,06-059-5001/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-059-5001/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2020
118,06-059-5001,19.164006997948718,06-059-5001/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-059-5001/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2020
119,06-059-5001,36.097064631739116,06-059-5001/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-059-5001/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2020
120,06-079-4002,5.259104375555556,06-079-4002/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-079-4002/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2018
121,06-079-4002,1.2809800004395595,06-079-4002/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-079-4002/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2018
122,06-079-4002,2.2206449652173914,06-079-4002/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-079-4002/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2018
123,06-079-4002,6.318266822999997,06-079-4002/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-079-4002/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2018
124,06-079-4002,3.748343958222221,06-079-4002/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-079-4002/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2019
125,06-079-4002,1.9535015542857144,06-079-4002/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-079-4002/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2019
126,06-079-4002,1.8142467284444448,06-079-4002/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-079-4002/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2019
